tt0006381	placeholder.jpg	Atta Boy's Last Race	1916	Horror	Description placeholder	50	Poland	4.1	Christian Bale	Clint Eastwood	Tom Hanks	Bryan Cranston	8	https://www.imdb.com/title/tt0006381
tt0006382	placeholder.jpg	Audrey	1916	Horror	Description placeholder	50	Poland	6.4	Edward Norton	Eddie Redmayne	Al Pacino	Clint Eastwood	10	https://www.imdb.com/title/tt0006382
tt0006386	placeholder.jpg	The Avenger	1915	Western	Description placeholder	49	Japan	4.4	Tom Hardy	David Tennant	Johnny Depp	Sam Claflin	13	https://www.imdb.com/title/tt0006386
tt0006397	placeholder.jpg	Wolo czawienko	1916	Romance	Description placeholder	54	France	4.1	Eddie Redmayne	Harrison Ford	J.K. Simmons	Anthony Hopkins	6	https://www.imdb.com/title/tt0006397
tt0006398	placeholder.jpg	The Ballet Girl	1916	Comedy	Description placeholder	50	France	6.1	David Tennant	Brad Pitt	Heath Ledger	Johnny Depp	13	https://www.imdb.com/title/tt0006398
tt0006403	placeholder.jpg	The Battle of Hearts	1916	Comedy	Description placeholder	50	England	8.4	Clint Eastwood	Ian McKellen	Edward Norton	Kevin Spacey	6	https://www.imdb.com/title/tt0006403
tt0006404	placeholder.jpg	The Battle of Life	1916	History	Description placeholder	50	England	5.7	Brad Pitt	Christopher Waltz	Benedict Cumberbatch	Clint Eastwood	8	https://www.imdb.com/title/tt0006404
tt0006405	placeholder.jpg	Kitchener's Great Army in the Battle of the Somme	1916	Romance	Description placeholder	74	England	6.8	Edward Norton	Johnny Depp	Harrison Ford	Ian McKellen	14	https://www.imdb.com/title/tt0006405
tt0006408	placeholder.jpg	The Beast	1916	Thriller	Description placeholder	50	Germany	5.4	Harrison Ford	Anthony Hopkins	Jack Nicholson	Robert Downey Jr.	5	https://www.imdb.com/title/tt0006408
tt0006409	placeholder.jpg	Beatrice Fairfax	1916	Western	Description placeholder	300	Germany	5.7	Leonardo DiCaprio	Christopher Waltz	Tom Hardy	Brad Pitt	6	https://www.imdb.com/title/tt0006409
tt0006411	placeholder.jpg	The Beckoning Trail	1916	Action	Description placeholder	50	England	6.0	Johnny Depp	Andy Serkis	Robert Downey Jr.	Christopher Waltz	9	https://www.imdb.com/title/tt0006411
tt0006412	placeholder.jpg	The Beggar of Cawnpore	1916	Horror	Description placeholder	60	USA	8.7	Johnny Depp	Leonardo DiCaprio	Benedict Cumberbatch	Andy Serkis	11	https://www.imdb.com/title/tt0006412
tt0006417	placeholder.jpg	Ben Blair	1916	Musical	Description placeholder	50	France	7.7	Bryan Cranston	Brad Pitt	Andy Serkis	Jack Nicholson	13	https://www.imdb.com/title/tt0006417
tt0006419	placeholder.jpg	El beso de la muerte	1917	Musical	Description placeholder	72	Japan	8.4	Jack Nicholson	Johnny Depp	Leonardo DiCaprio	Peter Dinklage	7	https://www.imdb.com/title/tt0006419
tt0006424	placeholder.jpg	Bettina Loved a Soldier	1916	Adventure	Description placeholder	50	China	5.1	Benedict Cumberbatch	Leonardo DiCaprio	Jake Gyllenhaal	Tom Hanks	5	https://www.imdb.com/title/tt0006424
tt0006426	placeholder.jpg	Betty of Greystone	1916	Action	Description placeholder	50	USA	7.8	Ralph Fiennes	Andy Serkis	Jack Nicholson	Johnny Depp	7	https://www.imdb.com/title/tt0006426
tt0006428	placeholder.jpg	The Big Sister	1916	Romance	Description placeholder	50	Japan	6.0	Johnny Depp	Sam Claflin	Ralph Fiennes	Tom Hardy	12	https://www.imdb.com/title/tt0006428
tt0006429	placeholder.jpg	Big Tremaine	1916	Crime	Description placeholder	50	USA	5.5	Sam Claflin	Tom Hardy	Harrison Ford	Ian McKellen	10	https://www.imdb.com/title/tt0006429
tt0006434	placeholder.jpg	Black Orchids	1917	Crime	Description placeholder	50	Germany	5.5	Bryan Cranston	Ralph Fiennes	Anthony Hopkins	Al Pacino	5	https://www.imdb.com/title/tt0006434
tt0006437	placeholder.jpg	The Blacklist	1916	Family	Description placeholder	50	Germany	4.0	Sam Claflin	Hugh Laurie	Alan Rickman	Ian McKellen	8	https://www.imdb.com/title/tt0006437
tt0006441	placeholder.jpg	Blue Blood and Red	1916	Action	Description placeholder	50	USA	8.6	Leonardo DiCaprio	Peter Dinklage	Tom Hanks	Ian McKellen	9	https://www.imdb.com/title/tt0006441
tt0006456	placeholder.jpg	La vie de Bohème	1916	Drama	Description placeholder	112	Germany	5.6	Ian McKellen	Andy Serkis	Kevin Spacey	Jake Gyllenhaal	12	https://www.imdb.com/title/tt0006456
tt0006462	placeholder.jpg	Bought and Paid For	1916	Musical	Description placeholder	50	France	8.4	Kevin Spacey	Brad Pitt	Jack Nicholson	Al Pacino	13	https://www.imdb.com/title/tt0006462
tt0006476	placeholder.jpg	The Bugler of Algiers	1916	History	Description placeholder	50	Poland	4.4	Andy Serkis	Johnny Depp	Hugh Laurie	Leonardo DiCaprio	10	https://www.imdb.com/title/tt0006476
tt0006477	placeholder.jpg	Bullets and Brown Eyes	1916	Drama	Description placeholder	50	France	5.8	Sam Claflin	Tom Hardy	Heath Ledger	David Tennant	9	https://www.imdb.com/title/tt0006477
tt0006481	placeholder.jpg	Die Börsenkönigin	1918	Adventure	Description placeholder	53	USA	4.1	Johnny Depp	J.K. Simmons	Hugh Laurie	Bryan Cranston	9	https://www.imdb.com/title/tt0006481
tt0006482	placeholder.jpg	The Call of the Cumberlands	1916	Adventure	Description placeholder	62	France	5.7	Jake Gyllenhaal	Edward Norton	Peter Dinklage	Alan Rickman	11	https://www.imdb.com/title/tt0006482
tt0006489	placeholder.jpg	The Captive God	1916	Thriller	Description placeholder	50	Poland	8.7	Leonardo DiCaprio	Harrison Ford	Alan Rickman	Anthony Hopkins	12	https://www.imdb.com/title/tt0006489
tt0006496	placeholder.jpg	The Challenge	1916	Family	Description placeholder	50	Poland	7.6	Al Pacino	Heath Ledger	Andy Serkis	Johnny Depp	12	https://www.imdb.com/title/tt0006496
tt0006499	placeholder.jpg	The Chattel	1916	History	Description placeholder	50	England	7.4	Alan Rickman	Bryan Cranston	Ralph Fiennes	Clint Eastwood	11	https://www.imdb.com/title/tt0006499
tt0006505	placeholder.jpg	A Child of the Paris Streets	1916	Drama	Description placeholder	50	England	6.3	Johnny Depp	Hugh Laurie	Leonardo DiCaprio	Clint Eastwood	7	https://www.imdb.com/title/tt0006505
tt0006508	placeholder.jpg	The Children Pay	1916	Musical	Description placeholder	50	France	4.3	Anthony Hopkins	Eddie Redmayne	Al Pacino	Christopher Waltz	7	https://www.imdb.com/title/tt0006508
tt0006509	placeholder.jpg	The Children in the House	1916	Western	Description placeholder	50	France	6.3	Christopher Waltz	Hugh Laurie	Anthony Hopkins	Leonardo DiCaprio	12	https://www.imdb.com/title/tt0006509
tt0006510	placeholder.jpg	Children of the Feud	1916	Comedy	Description placeholder	50	Germany	5.7	Andy Serkis	Harrison Ford	Benedict Cumberbatch	Clint Eastwood	5	https://www.imdb.com/title/tt0006510
tt0006511	placeholder.jpg	Christus	1916	Crime	Description placeholder	88	USA	5.7	Hugh Laurie	Jack Nicholson	Alan Rickman	Ian McKellen	11	https://www.imdb.com/title/tt0006511
tt0006517	placeholder.jpg	Civilization	1915	Drama	Description placeholder	78	Japan	7.8	Leonardo DiCaprio	Kevin Spacey	Heath Ledger	Christian Bale	8	https://www.imdb.com/title/tt0006517
tt0006523	placeholder.jpg	The Code of Marcia Gray	1916	Crime	Description placeholder	50	England	4.0	Peter Dinklage	Bryan Cranston	Heath Ledger	Tom Hanks	5	https://www.imdb.com/title/tt0006523
tt0006540	placeholder.jpg	Common Ground	1916	Drama	Description placeholder	50	Germany	6.6	Tom Hanks	Hugh Laurie	Christopher Waltz	Eddie Redmayne	10	https://www.imdb.com/title/tt0006540
tt0006557	placeholder.jpg	The Crisis	1916	Romance	Description placeholder	100	England	6.8	Anthony Hopkins	Al Pacino	Benedict Cumberbatch	Leonardo DiCaprio	9	https://www.imdb.com/title/tt0006557
tt0006564	placeholder.jpg	Daphne and the Pirate	1916	Horror	Description placeholder	50	England	5.7	J.K. Simmons	Clint Eastwood	Anthony Hopkins	Brad Pitt	8	https://www.imdb.com/title/tt0006564
tt0006568	placeholder.jpg	A Daughter of the Gods	1916	Thriller	Description placeholder	180	England	6.0	Eddie Redmayne	Leonardo DiCaprio	Ian McKellen	Clint Eastwood	7	https://www.imdb.com/title/tt0006568
tt0006569	placeholder.jpg	David Garrick	1916	Crime	Description placeholder	50	China	7.8	Al Pacino	Alan Rickman	J.K. Simmons	Kevin Spacey	7	https://www.imdb.com/title/tt0006569
tt0006570	placeholder.jpg	Davy Crockett	1916	Horror	Description placeholder	50	Germany	4.7	Harrison Ford	Jack Nicholson	Sam Claflin	Leonardo DiCaprio	10	https://www.imdb.com/title/tt0006570
tt0006571	placeholder.jpg	The Dawn Maker	1916	Adventure	Description placeholder	50	China	8.2	Al Pacino	Johnny Depp	Benedict Cumberbatch	Christopher Waltz	6	https://www.imdb.com/title/tt0006571
tt0006572	placeholder.jpg	The Dawn of Love	1916	Drama	Description placeholder	50	China	4.7	Hugh Laurie	Ian McKellen	Christopher Waltz	Brad Pitt	10	https://www.imdb.com/title/tt0006572
tt0006574	placeholder.jpg	The Decoy	1916	Family	Description placeholder	50	USA	6.8	Benedict Cumberbatch	Hugh Laurie	David Tennant	Clint Eastwood	8	https://www.imdb.com/title/tt0006574
tt0006588	placeholder.jpg	The Devil's Double	1916	Thriller	Description placeholder	50	Japan	5.1	Edward Norton	David Tennant	Leonardo DiCaprio	Eddie Redmayne	5	https://www.imdb.com/title/tt0006588
tt0006589	placeholder.jpg	The Devil's Needle	1916	History	Description placeholder	59	USA	8.2	Tom Hanks	Clint Eastwood	Eddie Redmayne	Benedict Cumberbatch	7	https://www.imdb.com/title/tt0006589
tt0006592	placeholder.jpg	Diane of the Follies	1916	Western	Description placeholder	50	USA	4.8	Peter Dinklage	Clint Eastwood	Anthony Hopkins	Johnny Depp	14	https://www.imdb.com/title/tt0006592
tt0006594	placeholder.jpg	Dimples	1916	Crime	Description placeholder	50	USA	7.7	Jack Nicholson	Christian Bale	J.K. Simmons	Jake Gyllenhaal	7	https://www.imdb.com/title/tt0006594
tt0006595	placeholder.jpg	Diplomacy	1916	Musical	Description placeholder	50	Japan	7.2	Eddie Redmayne	J.K. Simmons	Robert Downey Jr.	Christopher Waltz	9	https://www.imdb.com/title/tt0006595
tt0006614	placeholder.jpg	The Dumb Girl of Portici	1916	Western	Description placeholder	112	England	7.1	Harrison Ford	Clint Eastwood	Edward Norton	Kevin Spacey	14	https://www.imdb.com/title/tt0006614
tt0006615	placeholder.jpg	The Dupe	1916	Sci-Fi	Description placeholder	50	USA	5.0	Harrison Ford	Anthony Hopkins	Kevin Spacey	Johnny Depp	5	https://www.imdb.com/title/tt0006615
tt0006617	placeholder.jpg	Dödskyssen	1916	Thriller	Description placeholder	60	Poland	7.1	Anthony Hopkins	Ralph Fiennes	J.K. Simmons	Clint Eastwood	14	https://www.imdb.com/title/tt0006617
tt0006618	placeholder.jpg	Each Pearl a Tear	1916	Drama	Description placeholder	50	Japan	8.8	J.K. Simmons	Ralph Fiennes	Kevin Spacey	Christian Bale	9	https://www.imdb.com/title/tt0006618
tt0006621	placeholder.jpg	East Lynne	1916	Sci-Fi	Description placeholder	75	China	7.6	Heath Ledger	Brad Pitt	David Tennant	Jack Nicholson	6	https://www.imdb.com/title/tt0006621
tt0006625	placeholder.jpg	Un ejemplo	1916	Comedy	Description placeholder	58	China	6.0	Tom Hanks	Jack Nicholson	Alan Rickman	Robert Downey Jr.	10	https://www.imdb.com/title/tt0006625
tt0006626	placeholder.jpg	Elnémult harangok	1922	Sci-Fi	Description placeholder	52	USA	6.3	Clint Eastwood	Christopher Waltz	Ralph Fiennes	Jake Gyllenhaal	7	https://www.imdb.com/title/tt0006626
tt0006630	placeholder.jpg	The End of the Trail	1916	Action	Description placeholder	50	England	8.3	Eddie Redmayne	Benedict Cumberbatch	Peter Dinklage	Tom Hardy	7	https://www.imdb.com/title/tt0006630
tt0006631	placeholder.jpg	An Enemy to the King	1916	Musical	Description placeholder	60	Poland	4.6	Brad Pitt	Al Pacino	Christian Bale	David Tennant	11	https://www.imdb.com/title/tt0006631
tt0006632	placeholder.jpg	Enslingens hustru	1916	Adventure	Description placeholder	44	USA	7.3	Edward Norton	Eddie Redmayne	J.K. Simmons	Johnny Depp	7	https://www.imdb.com/title/tt0006632
tt0006638	placeholder.jpg	The Eternal Sappho	1916	Adventure	Description placeholder	50	China	5.5	Benedict Cumberbatch	Peter Dinklage	Christian Bale	Jack Nicholson	5	https://www.imdb.com/title/tt0006638
tt0006641	placeholder.jpg	The Evil Women Do	1916	Adventure	Description placeholder	50	France	6.7	Hugh Laurie	Peter Dinklage	Tom Hardy	Alan Rickman	5	https://www.imdb.com/title/tt0006641
tt0006644	placeholder.jpg	Eye of the Night	1916	Crime	Description placeholder	50	Germany	5.2	Ian McKellen	Edward Norton	Johnny Depp	J.K. Simmons	11	https://www.imdb.com/title/tt0006644
tt0006665	placeholder.jpg	The Village Rogue	1916	Western	Description placeholder	69	Japan	7.4	Johnny Depp	Tom Hanks	Jack Nicholson	Eddie Redmayne	8	https://www.imdb.com/title/tt0006665
tt0006670	placeholder.jpg	The Feast of Life	1916	Family	Description placeholder	50	Japan	4.1	Ian McKellen	Harrison Ford	Bryan Cranston	Heath Ledger	7	https://www.imdb.com/title/tt0006670
tt0006675	placeholder.jpg	The Feud Girl	1916	Musical	Description placeholder	50	England	7.5	Benedict Cumberbatch	Harrison Ford	Ralph Fiennes	Tom Hanks	14	https://www.imdb.com/title/tt0006675
tt0006679	placeholder.jpg	Fifty-Fifty	1916	History	Description placeholder	55	France	6.5	Alan Rickman	Eddie Redmayne	Jack Nicholson	Christopher Waltz	7	https://www.imdb.com/title/tt0006679
tt0006680	placeholder.jpg	Fighting Blood	1916	Action	Description placeholder	50	Germany	5.0	Alan Rickman	Al Pacino	Brad Pitt	Jack Nicholson	8	https://www.imdb.com/title/tt0006680
tt0006688	placeholder.jpg	Flirting with Fate	1916	Comedy	Description placeholder	57	Japan	6.4	Bryan Cranston	Andy Serkis	Anthony Hopkins	Heath Ledger	14	https://www.imdb.com/title/tt0006688
tt0006692	placeholder.jpg	The Flying Torpedo	1916	Sci-Fi	Description placeholder	50	China	7.2	Johnny Depp	Tom Hardy	Christian Bale	Benedict Cumberbatch	12	https://www.imdb.com/title/tt0006692
tt0006696	placeholder.jpg	For the Defense	1916	Thriller	Description placeholder	50	England	7.5	Ralph Fiennes	J.K. Simmons	Jake Gyllenhaal	Heath Ledger	8	https://www.imdb.com/title/tt0006696
tt0006700	placeholder.jpg	The Fourth Estate	1916	Crime	Description placeholder	50	USA	4.5	Clint Eastwood	Andy Serkis	Johnny Depp	Christian Bale	8	https://www.imdb.com/title/tt0006700
tt0006706	placeholder.jpg	Fången på Karlstens fästning	1916	Western	Description placeholder	61	Japan	4.8	Kevin Spacey	Edward Norton	Tom Hardy	Brad Pitt	8	https://www.imdb.com/title/tt0006706
tt0006712	placeholder.jpg	The Gay Lord Waring	1916	Romance	Description placeholder	50	France	7.7	Tom Hanks	Ian McKellen	Christian Bale	Brad Pitt	8	https://www.imdb.com/title/tt0006712
tt0006713	placeholder.jpg	Les gaz mortels	1916	Horror	Description placeholder	71	England	5.5	Leonardo DiCaprio	Ian McKellen	Jack Nicholson	J.K. Simmons	11	https://www.imdb.com/title/tt0006713
tt0006715	placeholder.jpg	Genie tegen geweld	1916	Drama	Description placeholder	70	France	8.4	Ian McKellen	Jake Gyllenhaal	Ralph Fiennes	Hugh Laurie	10	https://www.imdb.com/title/tt0006715
tt0006716	placeholder.jpg	The Gilded Cage	1916	Western	Description placeholder	50	USA	5.3	Tom Hanks	Leonardo DiCaprio	Brad Pitt	Eddie Redmayne	5	https://www.imdb.com/title/tt0006716
tt0006719	placeholder.jpg	The Girl Philippa	1916	Adventure	Description placeholder	70	China	7.4	Hugh Laurie	Ian McKellen	Heath Ledger	Benedict Cumberbatch	6	https://www.imdb.com/title/tt0006719
tt0006722	placeholder.jpg	The Girl with the Green Eyes	1916	History	Description placeholder	50	Germany	4.6	Jake Gyllenhaal	Leonardo DiCaprio	Hugh Laurie	Christian Bale	10	https://www.imdb.com/title/tt0006722
tt0006728	placeholder.jpg	God's Country and the Woman	1916	Comedy	Description placeholder	80	Poland	4.4	Tom Hanks	J.K. Simmons	Al Pacino	David Tennant	13	https://www.imdb.com/title/tt0006728
tt0006731	placeholder.jpg	Going Straight	1916	Musical	Description placeholder	60	Germany	8.3	Peter Dinklage	Ian McKellen	Ralph Fiennes	Jake Gyllenhaal	8	https://www.imdb.com/title/tt0006731
tt0006733	placeholder.jpg	Gold and the Woman	1916	Horror	Description placeholder	60	France	5.4	Jake Gyllenhaal	Ian McKellen	Edward Norton	Eddie Redmayne	12	https://www.imdb.com/title/tt0006733
tt0006734	placeholder.jpg	The Golden Idiot	1917	Drama	Description placeholder	65	China	6.5	Hugh Laurie	Johnny Depp	Robert Downey Jr.	Al Pacino	9	https://www.imdb.com/title/tt0006734
tt0006736	placeholder.jpg	The Good Bad Man	1916	History	Description placeholder	50	Germany	5.5	David Tennant	Anthony Hopkins	Bryan Cranston	Peter Dinklage	12	https://www.imdb.com/title/tt0006736
tt0006741	placeholder.jpg	The Greater Woman	1917	Romance	Description placeholder	50	Japan	8.2	Kevin Spacey	Tom Hardy	Edward Norton	Ian McKellen	6	https://www.imdb.com/title/tt0006741
tt0006742	placeholder.jpg	Green Stockings	1916	Crime	Description placeholder	50	USA	4.7	Al Pacino	Benedict Cumberbatch	Harrison Ford	Christopher Waltz	5	https://www.imdb.com/title/tt0006742
tt0006743	placeholder.jpg	The Green Swamp	1916	Adventure	Description placeholder	50	Poland	4.3	Sam Claflin	Leonardo DiCaprio	Alan Rickman	Heath Ledger	12	https://www.imdb.com/title/tt0006743
tt0006744	placeholder.jpg	The Green-Eyed Monster	1916	Romance	Description placeholder	50	USA	4.3	Christopher Waltz	Clint Eastwood	Benedict Cumberbatch	Tom Hardy	6	https://www.imdb.com/title/tt0006744
tt0006745	placeholder.jpg	Gretchen the Greenhorn	1916	Comedy	Description placeholder	58	Poland	7.3	Jack Nicholson	Ian McKellen	Harrison Ford	Alan Rickman	6	https://www.imdb.com/title/tt0006745
tt0006748	placeholder.jpg	Guldspindeln	1916	Musical	Description placeholder	50	Japan	5.3	Brad Pitt	Bryan Cranston	Harrison Ford	Kevin Spacey	11	https://www.imdb.com/title/tt0006748
tt0006749	placeholder.jpg	A Gutter Magdalene	1916	Comedy	Description placeholder	50	France	4.2	Johnny Depp	Alan Rickman	J.K. Simmons	Christopher Waltz	12	https://www.imdb.com/title/tt0006749
tt0006753	placeholder.jpg	The Half-Breed	1916	Adventure	Description placeholder	73	Germany	8.0	Bryan Cranston	Eddie Redmayne	Benedict Cumberbatch	Jack Nicholson	5	https://www.imdb.com/title/tt0006753
tt0006755	placeholder.jpg	The Hand of Peril	1916	Romance	Description placeholder	66	England	8.6	Clint Eastwood	Heath Ledger	Sam Claflin	Leonardo DiCaprio	11	https://www.imdb.com/title/tt0006755
tt0006756	placeholder.jpg	Hans hustrus förflutna	1915	History	Description placeholder	55	France	4.2	Bryan Cranston	Johnny Depp	Andy Serkis	Brad Pitt	7	https://www.imdb.com/title/tt0006756
