tt0040037	placeholder.jpg	The Fashion Story	1948	History	Description placeholder	30	England	8.2	Christopher Waltz	Bryan Cranston	Robert Downey Jr.	Anthony Hopkins	13
tt0040038	placeholder.jpg	The Growing Paynes	1948	Adventure	Description placeholder	30	China	6.6	Harrison Ford	Sam Claflin	Ralph Fiennes	Ian McKellen	9
tt0040039	placeholder.jpg	Hollywood Screen Test	1948	Sci-Fi	Description placeholder	30	Japan	7.8	Hugh Laurie	Edward Norton	Brad Pitt	Anthony Hopkins	11
tt0040040	placeholder.jpg	Kobb's Corner	1948	Comedy	Description placeholder	30	England	6.4	Ian McKellen	David Tennant	Benedict Cumberbatch	Edward Norton	11
tt0040041	placeholder.jpg	Texaco Star Theatre	1948	Action	Description placeholder	60	Japan	4.3	Kevin Spacey	Christian Bale	David Tennant	Johnny Depp	8
tt0040042	placeholder.jpg	The Morey Amsterdam Show	1948	Thriller	Description placeholder	30	Japan	6.5	Johnny Depp	Bryan Cranston	Alan Rickman	Ian McKellen	11
tt0040043	placeholder.jpg	Movieland Quiz	1948	Musical	Description placeholder	30	China	4.7	Eddie Redmayne	Edward Norton	Brad Pitt	Andy Serkis	7
tt0040044	placeholder.jpg	Museum of Science and Industry	1948	Comedy	Description placeholder	30	USA	8.7	Benedict Cumberbatch	Christopher Waltz	David Tennant	Andy Serkis	5
tt0040045	placeholder.jpg	Okay, Mother	1948	Drama	Description placeholder	30	USA	8.0	Christopher Waltz	Edward Norton	Jack Nicholson	J.K. Simmons	7
tt0040046	placeholder.jpg	On the Corner	1948	Musical	Description placeholder	30	France	5.3	Tom Hardy	Al Pacino	J.K. Simmons	Jake Gyllenhaal	5
tt0040047	placeholder.jpg	Paris Cavalcade of Fashions	1948	Action	Description placeholder	15	England	7.2	Christopher Waltz	Ralph Fiennes	J.K. Simmons	Tom Hanks	6
tt0040048	placeholder.jpg	Perry Como's Kraft Music Hall	1948	Horror	Description placeholder	60	Poland	5.1	Sam Claflin	Peter Dinklage	Harrison Ford	Edward Norton	13
tt0040049	placeholder.jpg	The Philco-Goodyear Television Playhouse	1948	Crime	Description placeholder	60	Japan	5.0	Al Pacino	Heath Ledger	David Tennant	Robert Downey Jr.	14
tt0040050	placeholder.jpg	Picture This	1948	Horror	Description placeholder	10	France	8.6	Bryan Cranston	Kevin Spacey	Heath Ledger	David Tennant	13
tt0040051	placeholder.jpg	Studio One in Hollywood	1948	Musical	Description placeholder	60	France	4.8	Brad Pitt	Johnny Depp	Bryan Cranston	Heath Ledger	12
tt0040052	placeholder.jpg	The Swift Show	1948	Thriller	Description placeholder	30	Germany	8.8	Harrison Ford	Robert Downey Jr.	Christopher Waltz	Leonardo DiCaprio	11
tt0040053	placeholder.jpg	The Ed Sullivan Show	1948	Comedy	Description placeholder	60	England	8.8	Alan Rickman	Anthony Hopkins	Sam Claflin	Tom Hanks	12
tt0040055	placeholder.jpg	Variety	1948	Family	Description placeholder	30	Japan	4.2	Jack Nicholson	Tom Hardy	Kevin Spacey	Heath Ledger	10
tt0040057	placeholder.jpg	We, the People	1948	History	Description placeholder	30	China	5.1	Harrison Ford	Edward Norton	Jake Gyllenhaal	J.K. Simmons	14
tt0040058	placeholder.jpg	Welcome Aboard	1948	Adventure	Description placeholder	30	China	5.0	Harrison Ford	Clint Eastwood	David Tennant	Edward Norton	5
tt0040059	placeholder.jpg	What's It Worth	1948	Drama	Description placeholder	30	Poland	8.7	Al Pacino	Jack Nicholson	Ian McKellen	Christian Bale	11
tt0040061	placeholder.jpg	You're Invited	1948	Thriller	Description placeholder	30	China	6.4	Jake Gyllenhaal	Andy Serkis	Brad Pitt	Sam Claflin	6
tt0040062	placeholder.jpg	Young Broadway	1948	Drama	Description placeholder	20	Poland	7.5	Edward Norton	Johnny Depp	Jake Gyllenhaal	Harrison Ford	11
tt0040990	placeholder.jpg	ABC Barn Dance	1949	Sci-Fi	Description placeholder	30	USA	6.8	Peter Dinklage	Ralph Fiennes	Jack Nicholson	Christopher Waltz	5
tt0040991	placeholder.jpg	ABC Television Players	1949	History	Description placeholder	30	Germany	6.3	Tom Hardy	Harrison Ford	Jake Gyllenhaal	Johnny Depp	8
tt0040992	placeholder.jpg	Action Autographs	1949	Musical	Description placeholder	15	Poland	7.3	Ian McKellen	Tom Hardy	Brad Pitt	Bryan Cranston	11
tt0040993	placeholder.jpg	The Admiral Broadway Revue	1949	Comedy	Description placeholder	60	Poland	8.3	Benedict Cumberbatch	Sam Claflin	Andy Serkis	Kevin Spacey	10
tt0040994	placeholder.jpg	Adventures in Jazz	1949	Drama	Description placeholder	30	Poland	6.5	Jack Nicholson	Edward Norton	Al Pacino	J.K. Simmons	13
tt0040995	placeholder.jpg	The Al Morgan Show	1949	Drama	Description placeholder	30	England	7.3	Brad Pitt	Jack Nicholson	Bryan Cranston	Eddie Redmayne	12
tt0040996	placeholder.jpg	The Aldrich Family	1949	Crime	Description placeholder	30	Japan	7.8	Ian McKellen	Kevin Spacey	Heath Ledger	Robert Downey Jr.	14
tt0040997	placeholder.jpg	Alice Pearce	1949	Musical	Description placeholder	15	China	4.4	Eddie Redmayne	Brad Pitt	Jack Nicholson	David Tennant	8
tt0040998	placeholder.jpg	The Amazing Polgar	1949	Crime	Description placeholder	10	USA	6.0	Andy Serkis	Bryan Cranston	Jack Nicholson	Tom Hardy	6
tt0040999	placeholder.jpg	American Minstrels of 1949	1949	Thriller	Description placeholder	60	England	8.5	Alan Rickman	Andy Serkis	Leonardo DiCaprio	Hugh Laurie	6
tt0041000	placeholder.jpg	And Everything Nice	1949	History	Description placeholder	30	Japan	5.6	Christopher Waltz	Bryan Cranston	Sam Claflin	Jack Nicholson	5
tt0041002	placeholder.jpg	Arthur Godfrey and His Friends	1949	Sci-Fi	Description placeholder	60	China	7.8	Benedict Cumberbatch	Jake Gyllenhaal	Clint Eastwood	Kevin Spacey	10
tt0041003	placeholder.jpg	Auction-Aire	1949	Comedy	Description placeholder	30	Germany	5.2	Clint Eastwood	Jake Gyllenhaal	Sam Claflin	Ian McKellen	5
tt0041004	placeholder.jpg	Backstage with Barry Wood	1949	Horror	Description placeholder	15	USA	7.5	Jake Gyllenhaal	Eddie Redmayne	J.K. Simmons	Sam Claflin	10
tt0041005	placeholder.jpg	Believe It or Not	1949	Thriller	Description placeholder	30	France	8.2	Al Pacino	Christopher Waltz	Edward Norton	Christian Bale	6
tt0041006	placeholder.jpg	The Benny Rubin Show	1949	Western	Description placeholder	30	France	4.4	Anthony Hopkins	Brad Pitt	Hugh Laurie	Tom Hardy	8
tt0041007	placeholder.jpg	The Big Story	1949	Western	Description placeholder	30	China	6.8	Kevin Spacey	Jack Nicholson	Jake Gyllenhaal	Heath Ledger	7
tt0041009	placeholder.jpg	Your Big Moment	1949	Musical	Description placeholder	30	England	8.2	Jack Nicholson	Tom Hardy	Christopher Waltz	Al Pacino	5
tt0041010	placeholder.jpg	Blues by Bargy	1949	Family	Description placeholder	15	USA	7.7	Harrison Ford	Clint Eastwood	Eddie Redmayne	Tom Hardy	10
tt0041011	placeholder.jpg	Bowling Headliners	1949	Action	Description placeholder	30	England	6.6	Al Pacino	Clint Eastwood	Christian Bale	Peter Dinklage	13
tt0041012	placeholder.jpg	Cactus Jim	1949	Horror	Description placeholder	30	England	5.0	Harrison Ford	Heath Ledger	Kevin Spacey	Ralph Fiennes	14
tt0041013	placeholder.jpg	Capitol Cloak Room	1949	Thriller	Description placeholder	30	England	6.1	Heath Ledger	Andy Serkis	Clint Eastwood	Leonardo DiCaprio	12
tt0041014	placeholder.jpg	Captain Video and His Video Rangers	1949	Comedy	Description placeholder	30	Japan	8.6	J.K. Simmons	Johnny Depp	Andy Serkis	Brad Pitt	10
tt0041015	placeholder.jpg	Cavalcade of Stars	1949	Action	Description placeholder	60	Japan	5.6	Jack Nicholson	Al Pacino	Christopher Waltz	J.K. Simmons	14
tt0041016	placeholder.jpg	Celebrity Time	1948	Adventure	Description placeholder	30	Japan	4.5	Harrison Ford	Ian McKellen	Tom Hanks	Johnny Depp	10
tt0041017	placeholder.jpg	The Cliff Edwards Show	1949	Comedy	Description placeholder	15	Germany	7.0	David Tennant	Peter Dinklage	Alan Rickman	Clint Eastwood	10
tt0041018	placeholder.jpg	Colgate Theatre	1949	Drama	Description placeholder	30	Japan	6.5	Alan Rickman	Ralph Fiennes	Brad Pitt	Edward Norton	9
tt0041019	placeholder.jpg	A Couple of Joes	1949	Adventure	Description placeholder	30	Germany	5.3	Kevin Spacey	Jack Nicholson	Benedict Cumberbatch	Ian McKellen	10
tt0041020	placeholder.jpg	Easy Aces	1949	Thriller	Description placeholder	15	USA	4.3	Brad Pitt	David Tennant	Tom Hardy	Heath Ledger	6
tt0041021	placeholder.jpg	The Ed Wynn Show	1949	Adventure	Description placeholder	30	France	8.4	Tom Hanks	Leonardo DiCaprio	Clint Eastwood	Sam Claflin	6
tt0041022	placeholder.jpg	The Fifty-Fourth Street Revue	1949	Thriller	Description placeholder	60	China	6.8	Sam Claflin	Brad Pitt	Andy Serkis	Robert Downey Jr.	7
tt0041023	placeholder.jpg	Fireside Theatre	1949	Western	Description placeholder	30	Germany	6.5	Jack Nicholson	Kevin Spacey	Ian McKellen	Bryan Cranston	6
tt0041024	placeholder.jpg	The Ford Television Theatre	1952	History	Description placeholder	30	USA	4.4	Christopher Waltz	Andy Serkis	Peter Dinklage	Jake Gyllenhaal	9
tt0041025	placeholder.jpg	The Front Page	1949	Action	Description placeholder	30	France	4.7	Andy Serkis	Christian Bale	Brad Pitt	Alan Rickman	11
tt0041026	placeholder.jpg	Front Row Center	1949	Crime	Description placeholder	60	Poland	5.4	Bryan Cranston	Edward Norton	Jake Gyllenhaal	Leonardo DiCaprio	14
tt0041027	placeholder.jpg	The Goldbergs	1949	History	Description placeholder	30	Japan	5.3	Jack Nicholson	Andy Serkis	Tom Hanks	Christopher Waltz	13
tt0041028	placeholder.jpg	Hold It Please	1949	Romance	Description placeholder	30	England	6.1	Clint Eastwood	Hugh Laurie	Harrison Ford	Ralph Fiennes	12
tt0041029	placeholder.jpg	Hollywood House	1949	Crime	Description placeholder	30	Germany	6.4	Leonardo DiCaprio	Harrison Ford	Peter Dinklage	Anthony Hopkins	9
tt0041030	placeholder.jpg	Hopalong Cassidy	1952	History	Description placeholder	60	Poland	8.4	Jack Nicholson	Jake Gyllenhaal	Christian Bale	Eddie Redmayne	11
tt0041031	placeholder.jpg	Inside U.S.A. with Chevrolet	1949	Family	Description placeholder	30	Japan	6.0	Heath Ledger	Eddie Redmayne	Jack Nicholson	Andy Serkis	7
tt0041032	placeholder.jpg	Jack Leonard	1949	Action	Description placeholder	15	USA	4.0	Christian Bale	Bryan Cranston	Brad Pitt	Edward Norton	8
tt0041033	placeholder.jpg	The Jacques Fray Music Room	1949	Thriller	Description placeholder	30	China	7.1	Alan Rickman	Christopher Waltz	Edward Norton	Anthony Hopkins	8
tt0041034	placeholder.jpg	College of Musical Knowledge	1949	Action	Description placeholder	60	Germany	6.1	Edward Norton	Hugh Laurie	Eddie Redmayne	Christian Bale	11
tt0041035	placeholder.jpg	Leave It to the Girls	1949	Sci-Fi	Description placeholder	30	Poland	6.5	Christopher Waltz	Bryan Cranston	Tom Hardy	Peter Dinklage	5
tt0041036	placeholder.jpg	The Life of Riley	1949	Adventure	Description placeholder	30	China	8.0	Peter Dinklage	Bryan Cranston	David Tennant	Tom Hardy	8
tt0041037	placeholder.jpg	Lights Out	1946	Family	Description placeholder	30	Germany	4.5	Leonardo DiCaprio	Robert Downey Jr.	Ian McKellen	Ralph Fiennes	11
tt0041038	placeholder.jpg	The Lone Ranger	1949	Crime	Description placeholder	30	China	8.2	Ian McKellen	David Tennant	Leonardo DiCaprio	Peter Dinklage	5
tt0041039	placeholder.jpg	Mama	1949	Comedy	Description placeholder	30	Poland	7.6	Sam Claflin	Brad Pitt	Hugh Laurie	Harrison Ford	10
tt0041040	placeholder.jpg	Man Against Crime	1949	Adventure	Description placeholder	30	Japan	6.3	Heath Ledger	Benedict Cumberbatch	Tom Hanks	Ralph Fiennes	12
tt0041041	placeholder.jpg	Manhattan Showcase	1949	Horror	Description placeholder	15	Japan	5.0	Anthony Hopkins	Johnny Depp	Christian Bale	Sam Claflin	14
tt0041042	placeholder.jpg	Martin Kane	1949	Romance	Description placeholder	30	Japan	5.5	Kevin Spacey	J.K. Simmons	Sam Claflin	Alan Rickman	13
tt0041043	placeholder.jpg	The Molly Picon Show	1949	Musical	Description placeholder	15	USA	7.6	Harrison Ford	Sam Claflin	Jake Gyllenhaal	Eddie Redmayne	5
tt0041044	placeholder.jpg	Mr. I. Magination	1949	Thriller	Description placeholder	30	France	4.5	Hugh Laurie	Jake Gyllenhaal	Harrison Ford	Tom Hardy	12
tt0041046	placeholder.jpg	The O'Neills	1949	History	Description placeholder	30	Germany	6.4	Bryan Cranston	Tom Hanks	Christopher Waltz	Eddie Redmayne	5
tt0041047	placeholder.jpg	Oboler Comedy Theatre	1949	Action	Description placeholder	30	Germany	6.5	Anthony Hopkins	Kevin Spacey	Jack Nicholson	Ian McKellen	9
tt0041048	placeholder.jpg	One Man's Family	1949	Thriller	Description placeholder	30	USA	4.4	Robert Downey Jr.	Anthony Hopkins	J.K. Simmons	Johnny Depp	6
tt0041049	placeholder.jpg	The Paul Whiteman's Goodyear Revue	1949	Thriller	Description placeholder	30	Germany	5.0	Anthony Hopkins	Jake Gyllenhaal	Johnny Depp	Harrison Ford	8
tt0041050	placeholder.jpg	The Ruggles	1949	History	Description placeholder	30	China	4.5	Andy Serkis	Edward Norton	Ralph Fiennes	Peter Dinklage	5
tt0041051	placeholder.jpg	School House	1949	Comedy	Description placeholder	30	Poland	5.1	Heath Ledger	Tom Hardy	Johnny Depp	Jack Nicholson	10
tt0041053	placeholder.jpg	The Silver Theatre	1949	Adventure	Description placeholder	30	China	8.1	Benedict Cumberbatch	Brad Pitt	David Tennant	Ian McKellen	14
tt0041054	placeholder.jpg	The Boris Karloff Mystery Playhouse	1949	Thriller	Description placeholder	30	Germany	7.2	Kevin Spacey	Ralph Fiennes	Robert Downey Jr.	Anthony Hopkins	6
tt0041056	placeholder.jpg	Stump the Authors	1949	History	Description placeholder	30	USA	5.3	Harrison Ford	David Tennant	J.K. Simmons	Christian Bale	7
tt0041057	placeholder.jpg	Sugar Hill Times	1949	Western	Description placeholder	60	USA	4.5	Leonardo DiCaprio	Tom Hardy	Christopher Waltz	Eddie Redmayne	10
tt0041058	placeholder.jpg	Sunday Date	1949	Drama	Description placeholder	15	Germany	4.1	Bryan Cranston	J.K. Simmons	Jack Nicholson	Andy Serkis	9
tt0041059	placeholder.jpg	Sunday at Home	1949	History	Description placeholder	15	Germany	8.2	Hugh Laurie	Jake Gyllenhaal	Edward Norton	Tom Hanks	6
tt0041061	placeholder.jpg	Suspense	1949	History	Description placeholder	25	France	4.3	Peter Dinklage	Alan Rickman	Harrison Ford	Clint Eastwood	8
tt0041063	placeholder.jpg	That Wonderful Guy	1949	Sci-Fi	Description placeholder	30	England	7.6	Johnny Depp	J.K. Simmons	Leonardo DiCaprio	Kevin Spacey	7
tt0041064	placeholder.jpg	Think Fast	1949	Family	Description placeholder	30	France	5.0	Brad Pitt	J.K. Simmons	Heath Ledger	Anthony Hopkins	9
tt0041065	placeholder.jpg	This Is Show Business	1949	Romance	Description placeholder	30	England	6.8	Sam Claflin	Christian Bale	Benedict Cumberbatch	Harrison Ford	12
tt0041067	placeholder.jpg	Vaudeo Varieties	1949	Comedy	Description placeholder	60	Germany	6.5	Hugh Laurie	Anthony Hopkins	Johnny Depp	Andy Serkis	13
tt0041068	placeholder.jpg	Versatile Varieties	1949	Crime	Description placeholder	30	France	4.6	Edward Norton	Tom Hardy	J.K. Simmons	Robert Downey Jr.	13
tt0041069	placeholder.jpg	The Voice of Firestone	1949	Musical	Description placeholder	30	Poland	6.2	Sam Claflin	Edward Norton	Brad Pitt	Tom Hardy	7
tt0041070	placeholder.jpg	Volume One	1949	Thriller	Description placeholder	30	England	8.0	J.K. Simmons	Harrison Ford	Sam Claflin	Jake Gyllenhaal	10
tt0041071	placeholder.jpg	Wayne King	1949	Drama	Description placeholder	30	England	4.6	Jake Gyllenhaal	Leonardo DiCaprio	Andy Serkis	Sam Claflin	10
tt0041072	placeholder.jpg	Through Wendy's Window	1948	Action	Description placeholder	15	Germany	7.0	Kevin Spacey	Alan Rickman	Benedict Cumberbatch	Christian Bale	5
tt0041073	placeholder.jpg	Wesley	1949	Western	Description placeholder	30	China	6.0	Bryan Cranston	Robert Downey Jr.	Tom Hanks	David Tennant	6
tt0041074	placeholder.jpg	What Do You Think?	1949	History	Description placeholder	30	Germany	8.3	Christian Bale	Bryan Cranston	Alan Rickman	Kevin Spacey	5
tt0041075	placeholder.jpg	Window on the World	1949	Comedy	Description placeholder	30	China	8.7	Johnny Depp	Peter Dinklage	Tom Hardy	Bryan Cranston	8
tt0041076	placeholder.jpg	Your Show Time	1949	Drama	Description placeholder	30	England	7.4	Ian McKellen	Alan Rickman	David Tennant	Christian Bale	9
tt0041077	placeholder.jpg	Your Witness	1949	Adventure	Description placeholder	30	Japan	8.3	Alan Rickman	Al Pacino	Bryan Cranston	Clint Eastwood	5
tt0041078	placeholder.jpg	Youth on the March	1949	Adventure	Description placeholder	30	Japan	8.1	Peter Dinklage	David Tennant	Jake Gyllenhaal	Andy Serkis	14
tt0042068	placeholder.jpg	Abe Burrows' Almanac	1950	History	Description placeholder	30	Poland	4.5	Harrison Ford	Sam Claflin	Jake Gyllenhaal	Brad Pitt	9
tt0042069	placeholder.jpg	The Adventures of Ellery Queen	1950	Action	Description placeholder	30	Germany	6.1	J.K. Simmons	Johnny Depp	Harrison Ford	Tom Hanks	11
tt0042070	placeholder.jpg	The Alan Young Show	1950	Action	Description placeholder	30	Poland	4.2	Heath Ledger	Bryan Cranston	Peter Dinklage	Kevin Spacey	8
tt0042071	placeholder.jpg	Alkali Ike	1950	Adventure	Description placeholder	15	Poland	4.5	Eddie Redmayne	Ian McKellen	Bryan Cranston	Heath Ledger	12
tt0042072	placeholder.jpg	American Forum of the Air	1950	Drama	Description placeholder	30	USA	8.7	Eddie Redmayne	Sam Claflin	Christopher Waltz	Ralph Fiennes	13
tt0042073	placeholder.jpg	Answer Yes or No	1950	Comedy	Description placeholder	30	Germany	8.4	Andy Serkis	Hugh Laurie	Eddie Redmayne	Benedict Cumberbatch	7
tt0042074	placeholder.jpg	Armstrong Circle Theatre	1950	Sci-Fi	Description placeholder	60	Japan	5.2	Hugh Laurie	Anthony Hopkins	Ralph Fiennes	Sam Claflin	13
tt0042075	placeholder.jpg	Around the Town	1950	Western	Description placeholder	30	Germany	4.4	Andy Serkis	Sam Claflin	J.K. Simmons	Benedict Cumberbatch	10
tt0042076	placeholder.jpg	Art Ford on Broadway	1950	Crime	Description placeholder	15	England	4.6	Brad Pitt	Benedict Cumberbatch	Hugh Laurie	Jake Gyllenhaal	6
tt0042077	placeholder.jpg	Arthur Godfrey and His Ukulele	1950	Horror	Description placeholder	15	Germany	4.6	Anthony Hopkins	Sam Claflin	Edward Norton	Al Pacino	14
tt0042078	placeholder.jpg	The Arthur Murray Party	1950	Sci-Fi	Description placeholder	30	Poland	7.4	Anthony Hopkins	Heath Ledger	Alan Rickman	Hugh Laurie	8
tt0042079	placeholder.jpg	Battle Report	1950	Romance	Description placeholder	30	Germany	6.2	Christopher Waltz	Robert Downey Jr.	Jack Nicholson	Ian McKellen	8
tt0042080	placeholder.jpg	Beat the Clock	1950	Family	Description placeholder	30	Japan	4.4	Kevin Spacey	Sam Claflin	Jack Nicholson	Ralph Fiennes	14
tt0042081	placeholder.jpg	Beulah	1950	Comedy	Description placeholder	30	China	8.7	Kevin Spacey	Hugh Laurie	Ralph Fiennes	Ian McKellen	7
tt0042082	placeholder.jpg	Big Top	1950	Crime	Description placeholder	60	France	5.4	Eddie Redmayne	J.K. Simmons	Tom Hardy	Sam Claflin	8
tt0042083	placeholder.jpg	Big Town	1950	History	Description placeholder	30	France	5.7	Kevin Spacey	Edward Norton	Christopher Waltz	Clint Eastwood	8
tt0042084	placeholder.jpg	The Bigelow Theatre	1950	Action	Description placeholder	30	China	5.3	Hugh Laurie	Tom Hardy	Alan Rickman	Ralph Fiennes	7
tt0042085	placeholder.jpg	Billy Boone and Cousin Kib	1950	Crime	Description placeholder	30	England	8.6	Christopher Waltz	Kevin Spacey	Jake Gyllenhaal	Ian McKellen	6
tt0042086	placeholder.jpg	The Billy Rose Show	1950	Horror	Description placeholder	30	Poland	8.8	Benedict Cumberbatch	Brad Pitt	Harrison Ford	Ian McKellen	10
tt0042087	placeholder.jpg	By Popular Demand	1950	Crime	Description placeholder	30	China	6.2	Robert Downey Jr.	Anthony Hopkins	Clint Eastwood	Leonardo DiCaprio	8
tt0042088	placeholder.jpg	Can You Top This	1950	Crime	Description placeholder	30	Poland	5.7	Jack Nicholson	Alan Rickman	Edward Norton	Bryan Cranston	7
tt0042089	placeholder.jpg	Cavalcade of Bands	1950	Sci-Fi	Description placeholder	60	Poland	6.2	Kevin Spacey	Robert Downey Jr.	Johnny Depp	Ralph Fiennes	5
tt0042091	placeholder.jpg	Chance of a Lifetime	1950	Musical	Description placeholder	30	Japan	7.5	Leonardo DiCaprio	David Tennant	Tom Hanks	Ian McKellen	7
tt0042092	placeholder.jpg	Charlie Wild, Private Detective	1950	History	Description placeholder	30	Poland	8.8	Ralph Fiennes	Johnny Depp	Clint Eastwood	David Tennant	8
tt0042093	placeholder.jpg	The Cisco Kid	1950	Thriller	Description placeholder	30	Germany	4.8	J.K. Simmons	Al Pacino	Robert Downey Jr.	Benedict Cumberbatch	6
tt0042094	placeholder.jpg	The Colgate Comedy Hour	1950	Family	Description placeholder	60	Germany	8.4	Harrison Ford	Anthony Hopkins	Johnny Depp	Benedict Cumberbatch	6
tt0042095	placeholder.jpg	The College Bowl	1950	Western	Description placeholder	30	Germany	5.8	Johnny Depp	Kevin Spacey	Christopher Waltz	Ralph Fiennes	10
tt0042096	placeholder.jpg	Crash Corrigan's Ranch	1950	Family	Description placeholder	30	France	6.0	Hugh Laurie	Clint Eastwood	Peter Dinklage	Brad Pitt	9
tt0042097	placeholder.jpg	Crusader Rabbit	1949	Western	Description placeholder	60	England	8.5	David Tennant	Jack Nicholson	Christian Bale	Harrison Ford	13
tt0042098	placeholder.jpg	Danger	1950	Adventure	Description placeholder	30	Japan	7.8	Jake Gyllenhaal	Christopher Waltz	Bryan Cranston	David Tennant	6
tt0042099	placeholder.jpg	Detective's Wife	1950	Musical	Description placeholder	30	France	4.7	Jake Gyllenhaal	Christian Bale	Anthony Hopkins	Tom Hardy	10
tt0042100	placeholder.jpg	Dick Tracy	1950	Comedy	Description placeholder	30	USA	5.5	Robert Downey Jr.	Christian Bale	Leonardo DiCaprio	Jack Nicholson	6
tt0042101	placeholder.jpg	Escape	1950	Adventure	Description placeholder	30	Poland	8.1	Jake Gyllenhaal	Eddie Redmayne	Kevin Spacey	Harrison Ford	8
tt0042102	placeholder.jpg	The Faye Emerson Show	1950	Action	Description placeholder	15	China	8.3	Brad Pitt	Peter Dinklage	Jack Nicholson	Christian Bale	6
tt0042105	placeholder.jpg	Ford Star Revue	1950	Romance	Description placeholder	60	France	7.5	Ian McKellen	Tom Hardy	Hugh Laurie	Heath Ledger	7
tt0042106	placeholder.jpg	All Star Revue	1950	Musical	Description placeholder	60	USA	6.8	Jack Nicholson	Benedict Cumberbatch	David Tennant	Brad Pitt	7
tt0042107	placeholder.jpg	The Frank Sinatra Show	1950	Romance	Description placeholder	60	Japan	6.1	Peter Dinklage	Eddie Redmayne	Andy Serkis	Tom Hanks	8
